id,created,superceded_id,valid,classification_system,cell_type,pt_supervoxel_id,pt_root_id,pt_position
1259,2023-11-27 18:52:52.314395+00:00,,t,sensory,tegCO,72343055348634727,648518346513051985,[  8337 119276   1208]
1260,2023-11-27 18:52:52.331337+00:00,,t,sensory,tegCSfield,72343055281772506,648518346482049428,[  9264 120675   1154]
1261,2023-11-27 18:52:52.346373+00:00,,t,sensory,tegCO,72272686537487889,648518346526399447,[  7972 119033   1154]
1263,2023-11-27 18:52:52.370679+00:00,,t,sensory,tegCO,72343055281676203,648518346489907763,[  8515 119396   1154]
1264,2023-11-27 18:52:52.382696+00:00,,t,sensory,hairs_maybe,72343124001180334,648518346486127556,[  9847 121889   1154]
1265,2023-11-27 18:52:52.395293+00:00,,t,sensory,tegHP,72413561464820857,648518346512213073,[ 10987 123159   1154]
1267,2023-11-27 18:52:52.420645+00:00,,t,sensory,innervated_sclerite,72413561464810169,648518346488958698,[ 11360 123553   1154]
1269,2023-11-27 18:52:52.444935+00:00,,t,sensory,radCO_andor_vRadB,72202317793271177,648518346501147224,[  5795 119410   1154]
1271,2023-11-27 18:52:52.467155+00:00,,t,sensory,ventralCSfields_maybe,72202317793475130,648518346495872870,[  5757 118811   1154]
1272,2023-11-27 18:52:52.478831+00:00,,t,sensory,radCO_andor_vRadB,72202317793313257,648518346495282255,[  5531 120388   1154]
1273,2023-11-27 18:52:52.491048+00:00,,t,sensory,miscs,72343124001338473,648518346487301267,[  9105 121503   1154]
1274,2023-11-27 18:52:52.504198+00:00,,t,sensory,tegHP,72202249073682593,648518346486616729,[  5589 118046   1154]
1275,2023-11-27 18:52:52.516649+00:00,,t,sensory,radCO_andor_vRadB,72413493013257851,648518346517185573,[ 10832 121063   1551]
1277,2023-11-27 18:52:52.540692+00:00,,t,sensory,radCO,72272617817635988,648518346502316614,[  6507 118761   1154]
1279,2023-11-27 18:52:52.564807+00:00,,t,sensory,radCO,72202249073758496,648518346485774788,[  5050 118671   1154]
1280,2023-11-27 18:52:52.577784+00:00,,t,sensory,tegHP,72272617817638791,648518346490116188,[  6150 118074   1154]
1281,2023-11-27 18:52:52.591156+00:00,,t,sensory,tegHP,72343192720642193,648518346499735180,[ 10062 123041   1154]
1157,2023-11-20 06:28:07.652795+00:00,,t,intrinsic,19B,73047841966596493,648518346485647635,[ 30328 152104    610]
1154,2023-11-20 06:28:07.650874+00:00,,t,intrinsic,t2_uk,73258811632461663,648518346486714244,[ 35520 149040   2222]
1236,2023-11-26 00:26:28.917227+00:00,,t,intrinsic,2A_u,73257712926537834,648518346496232906,[ 35880 115520   3845]
1183,2023-11-21 03:02:47.376809+00:00,,t,ascending,abd_uk,73119928831710481,648518346512686750,[ 31072 204088    797]
1184,2023-11-21 03:02:47.377490+00:00,,t,intrinsic,8B,72483862697374339,648518346517563204,[ 12312 121976   3445]
1185,2023-11-21 03:02:47.378159+00:00,,t,intrinsic,3B,72624531533368879,648518346507636857,[ 16552 119472   3566]
1151,2023-11-20 06:28:07.648734+00:00,,t,intrinsic,5B_u,73892336488563431,648518346488171088,[ 54120 154368   2252]
1155,2023-11-20 06:28:07.651526+00:00,,t,intrinsic,6B,72976374918407549,648518346500033347,[ 27746 120682   2827]
258,2023-11-12 22:12:19.243754+00:00,,t,intrinsic,6B,73823067255688043,648518346484827907,[ 51704 187496   2187]
1081,2023-11-17 03:44:49.556638+00:00,,t,ascending,0A,72976856357722061,648518346495682667,[ 27904 133656   3698]
1082,2023-11-17 03:44:49.557407+00:00,,t,intrinsic,0A,73187894139122850,648518346494169591,[ 33048 131368   4140]
1083,2023-11-17 03:44:49.558689+00:00,,t,intrinsic,6B,72765406662205765,648518346481417921,[ 22112 122888   3954]
1084,2023-11-17 03:44:49.559401+00:00,,t,ascending,2A,73187550206232539,648518346492136492,[ 34556 122704   3532]
1085,2023-11-17 03:44:49.560111+00:00,,t,ascending,17A,72624804934862489,648518346492049196,[ 16824 128320    727]
1086,2023-11-17 03:44:49.560767+00:00,,t,intrinsic,6B,73682329566437484,648518346491067681,[ 48864 187056   1915]
1087,2023-11-17 03:44:49.561440+00:00,,t,intrinsic,3B,72413356380066236,648518346499389415,[ 11064 117160   3168]
1182,2023-11-21 03:02:47.375957+00:00,,t,ascending,1A_u,73259841552304599,648518346480664534,[ 35632 179520    603]
1152,2023-11-20 06:28:07.649551+00:00,,t,ascending,12B_u,73963666164167747,648518346501571928,[ 55833 183465     19]
1237,2023-11-26 00:26:28.917945+00:00,,t,intrinsic,19A_u,72485030257406041,648518346531538970,[ 13680 156867   2118]
1187,2023-11-21 03:02:47.379469+00:00,,t,intrinsic,0A,73187550072057644,648518346488265246,[ 33788 121728   3314]
1088,2023-11-17 03:44:49.562093+00:00,,t,intrinsic,13B_u,73823204762108772,648518346486991612,[ 52536 191080   2405]
1186,2023-11-21 03:02:47.378822+00:00,,t,intrinsic,17A,72413561195868669,648518346520464209,[ 11250 123872    593]
1153,2023-11-20 06:28:07.650222+00:00,,t,intrinsic,6B,72835706552529818,648518346513868057,[ 22968 121696   3697]
1156,2023-11-20 06:28:07.652163+00:00,,t,ascending,18B,72413699172089731,648518346467401991,[ 11624 127996   1618]
1158,2023-11-20 06:28:07.653440+00:00,,t,intrinsic,6B,72835706753530070,648518346478910671,[ 24528 122832   3983]
1323,2023-11-27 18:52:53.124586+00:00,,t,sensory,radCO_andor_vRadB,72272755256949827,648518346506025630,[  6649 121089   1154]
1324,2023-11-27 18:52:53.136840+00:00,,t,sensory,tegCSfield,72272755256902568,648518346480864346,[  8180 120865   1154]
1325,2023-11-27 18:52:53.149187+00:00,,t,sensory,ventralCSfields_maybe,72202317793284068,648518346492186495,[  4194 119290   1154]
1326,2023-11-27 18:52:53.160998+00:00,,t,sensory,tegCSfield,72343055281718398,648518346488448078,[  8606 120257   1154]
1327,2023-11-27 18:52:53.173331+00:00,,t,sensory,innervated_sclerite,72413561464938576,648518346511860778,[ 10772 123387   1154]
1328,2023-11-27 18:52:53.184939+00:00,,t,sensory,fieldCS_bare,72272686537490985,648518346495891558,[  7033 120265   1154]
1090,2023-11-17 04:20:19.362984+00:00,,t,intrinsic,3B,72907105149305753,648518346494719208,[ 25840 152552   1874]
1241,2023-11-26 01:05:01.336207+00:00,,t,ascending,6B,73328768999368755,648518346477942798,[ 38000 135784   4013]
1238,2023-11-26 01:05:01.334108+00:00,,t,intrinsic,3B,72765199295385738,648518346497681142,[ 21197 118162   1560]
1239,2023-11-26 01:05:01.334781+00:00,,t,intrinsic,0A,73257850566415244,648518346475823586,[ 34920 120656   4124]
1240,2023-11-26 01:05:01.335552+00:00,,t,ascending,t3_uk,72978367783539409,648518346466564462,[ 27776 179968   2912]
1242,2023-11-26 01:05:01.336834+00:00,,t,intrinsic,17A,72694967587640616,648518346492476099,[ 19216 122592    794]
1093,2023-11-17 04:20:19.364926+00:00,,t,sensory,t3_leg,72837698947541418,648518346495678031,[ 23340 182158   2788]
1091,2023-11-17 04:20:19.363638+00:00,,t,intrinsic,6B,72696961391764992,648518346494551154,[ 20152 181856   2581]
1089,2023-11-17 04:20:19.362160+00:00,,t,intrinsic,12B,73612166645078212,648518346484249895,[ 46204 194300   1255]
1092,2023-11-17 04:20:19.364289+00:00,,t,intrinsic,7B,72765612619023348,648518346470599422,[ 22056 130928   3500]
1094,2023-11-17 04:20:19.365555+00:00,,t,intrinsic,19B_u,72978297990264641,648518346496170813,[ 26736 177336    806]
361,2023-11-15 18:40:09.124904+00:00,,t,local,6B,73328768931967124,648518346483334220,[ 37000 136792   3858]
362,2023-11-15 18:40:09.125596+00:00,,t,local_intersegmental,8A,73330347466733302,648518346484261671,[ 38176 182800     88]
1095,2023-11-17 05:19:52.091387+00:00,,t,intrinsic,23B,72766367459759081,648518346497084900,[ 21200 151880   1527]
1099,2023-11-17 05:19:52.094157+00:00,,t,ascending,t3_uk,74103992611112959,648518346477906839,[ 60936 171144   2508]
1493,2023-11-27 18:54:59.584951+00:00,,t,mn,i2_u,72554506319361420,648518346504253134,[ 15856 130312   3385]
1250,2023-11-26 03:47:24.796615+00:00,,t,intrinsic,3B,72554779855109329,648518346514475486,[ 16296 138920    867]
1245,2023-11-26 03:47:24.793413+00:00,,t,intrinsic,19B_u,73259292064912554,648518346497514264,[ 35784 163281   1130]
1100,2023-11-17 05:19:52.094782+00:00,,t,intrinsic,t1_uk,72765131716944816,648518346480594747,[ 22464 114792   3783]
1248,2023-11-26 03:47:24.795364+00:00,,t,intrinsic,6B,72837699014702532,648518346506913570,[ 23632 181600   2923]
1492,2023-11-27 18:54:59.569105+00:00,,t,mn,PS1,72907242990797785,648518346524374021,[ 26432 156112   2594]
1097,2023-11-17 05:19:52.092846+00:00,,t,intrinsic,0A,73117113011096416,648518346499902531,[ 30808 119032   4048]
1098,2023-11-17 05:19:52.093510+00:00,,t,ascending,t3_uk,74104678598076219,648518346517415717,[ 61416 192240    259]
1101,2023-11-17 05:19:52.095432+00:00,,t,intrinsic,2A,72976581345401079,648518346494721970,[ 27960 126800   3368]
1102,2023-11-17 05:19:52.096059+00:00,,t,intrinsic,8B,72483931148345785,648518346500527164,[ 13062 123153   2875]
1103,2023-11-17 05:19:52.096670+00:00,,t,intrinsic,0A,73117594114432967,648518346472253490,[ 30888 134096   4146]
1244,2023-11-26 03:47:24.792632+00:00,,t,intrinsic,1A,73259978924404943,648518346472662793,[ 34841 183904    519]
1246,2023-11-26 03:47:24.794061+00:00,,t,intrinsic,19B_u,72978366709775939,648518346496968620,[ 26768 178696    878]
1247,2023-11-26 03:47:24.794710+00:00,,t,intrinsic,9A,73119310356470370,648518346492452735,[ 32614 184628    811]
1243,2023-11-26 03:47:24.791949+00:00,,t,intrinsic,1A,73822653798047467,648518346500744373,[ 51632 175504     78]
1495,2023-11-27 18:54:59.613415+00:00,,t,mn,DVM_1c,72343193324512057,648518346503730081,[  9592 124780   2275]
1104,2023-11-17 05:41:17.401740+00:00,,t,intrinsic,5B,73823272944935032,648518346487729322,[ 51696 192920   1416]
1285,2023-11-27 18:52:52.638982+00:00,,t,sensory,fieldCS_latbranches_plus1,72202386512771923,648518346482560148,[  4138 121138   1154]
1251,2023-11-26 04:00:53.126910+00:00,,t,intrinsic,19B,73258742040576638,648518346490674173,[ 36160 145960    541]
1105,2023-11-17 05:41:17.402490+00:00,,t,intrinsic,t3_uk,73119035411680233,648518346496046397,[ 32264 177968    726]
1106,2023-11-17 05:41:17.403171+00:00,,t,intrinsic,t3_uk,73612304151139833,648518346488691981,[ 45216 197160   1374]
1107,2023-11-17 05:41:17.403849+00:00,,t,intrinsic,t3_uk,74104403787055242,648518346509585609,[ 60944 183792    289]
1108,2023-11-17 05:41:17.404511+00:00,,t,mn,neck,73116012492758243,648518346479520475,[31464 87024  2141]
1252,2023-11-26 04:00:53.127634+00:00,,t,intrinsic,6A,73540424785986009,648518346495909520,[ 43368 151568   3595]
1253,2023-11-26 04:00:53.128306+00:00,,t,intrinsic,19B_u,73048597947857534,648518346472491314,[ 29990 175209    710]
1282,2023-11-27 18:52:52.602914+00:00,,t,sensory,radCO,72272617817654857,648518346472435465,[  6930 118700   1154]
1283,2023-11-27 18:52:52.614965+00:00,,t,sensory,fieldCS_bare,72132017768234906,648518346486737148,[  3898 120864   1154]
1284,2023-11-27 18:52:52.626918+00:00,,t,sensory,miscs,72343055281484344,648518346489421164,[  8247 120307   1072]
1286,2023-11-27 18:52:52.653023+00:00,,t,sensory,CS_MT,72131949049201621,648518346488758877,[  3856 120427   1154]
1287,2023-11-27 18:52:52.665770+00:00,,t,sensory,ventralCSfields_maybe,72202317793283991,648518346491764079,[  4646 119254   1154]
1288,2023-11-27 18:52:52.678180+00:00,,t,sensory,ventralCSfields_maybe,72131949049178586,648518346478505588,[  2447 119352   1154]
1289,2023-11-27 18:52:52.690597+00:00,,t,sensory,tegCSfield,72343055281671187,648518346494363013,[  9127 120422   1154]
707,2023-11-15 18:40:09.341732+00:00,,t,local,12A,72766780648840116,648518346489802693,[ 22272 164488   3127]
699,2023-11-15 18:40:09.337109+00:00,,t,ascending,uk,73470191803538714,648518346490316471,[ 42360 156512    507]
1256,2023-11-26 04:44:38.721497+00:00,,t,intrinsic,t3_uk,73471360571349865,648518346504253646,[ 42560 192008   1448]
713,2023-11-15 18:40:09.345307+00:00,,t,local,12A,72837080606600192,648518346488039124,[ 22600 163648   3075]
1254,2023-11-26 04:44:38.720119+00:00,,t,intrinsic,6A,74174841250707076,648518346485652499,[ 62784 185080    293]
1255,2023-11-26 04:44:38.720799+00:00,,t,intrinsic,6A,74033966323560395,648518346477853909,[ 58536 180912    373]
709,2023-11-15 18:40:09.342891+00:00,,t,local_intersegmental,uk,72413905061944128,648518346490677596,[ 12096 133144   1113]
1440,2023-11-27 18:52:54.617215+00:00,,t,sensory,hairs_maybe,72272686537614641,648518346485031325,[  6209 118838   1154]
1436,2023-11-27 18:52:54.566871+00:00,,t,sensory,miscs,72131880329501809,648518346489795013,[  3872 117798   1154]
1437,2023-11-27 18:52:54.579259+00:00,,t,sensory,idk_twoGroups,72202386512731511,648518346489794757,[  4686 120959   1154]
1441,2023-11-27 18:52:54.628791+00:00,,t,sensory,fieldCS_latbranches_plus1,72131949049046086,648518346485033629,[  3313 120611   1154]
1444,2023-11-27 18:52:54.665410+00:00,,t,sensory,miscs,72131880329490077,648518346486837937,[  2753 118034   1154]
1446,2023-11-27 18:52:54.690941+00:00,,t,sensory,fieldCS_bare,72202386512733136,648518346505069190,[  4333 121004   1154]
695,2023-11-15 18:40:09.334288+00:00,,t,local,3B,72413425032551238,648518346489294825,[ 12112 120744   3073]
718,2023-11-15 18:40:09.348196+00:00,,t,local,3B,72484548751328272,648518346497140708,[ 12584 142712   1285]
698,2023-11-15 18:40:09.336073+00:00,,t,local,7B,73186519078487342,648518346479647451,[32892 91912  2862]
704,2023-11-15 18:40:09.340020+00:00,,t,local_intersegmental,uk,73752629121308555,648518346496293478,[ 49872 184864   1024]
1433,2023-11-27 18:52:54.529081+00:00,,t,sensory,radCO,72272686537474283,648518346511664752,[  6869 119136   1154]
1434,2023-11-27 18:52:54.541344+00:00,,t,sensory,tegCO,72272686537470511,648518346486025352,[  7447 119099   1154]
1435,2023-11-27 18:52:54.554328+00:00,,t,sensory,fieldCS_scraggly,72131949049035401,648518346481211535,[  3146 120450   1154]
1438,2023-11-27 18:52:54.591582+00:00,,t,sensory,fieldCS_scraggly,72343124001161481,648518346514065118,[  8198 121527   1154]
1439,2023-11-27 18:52:54.604045+00:00,,t,sensory,innervated_sclerite,72413561464817396,648518346484550813,[ 12266 123667   1154]
1442,2023-11-27 18:52:54.640742+00:00,,t,sensory,fieldCS_bare,72202317793276526,648518346496046182,[  4791 119037   1154]
1443,2023-11-27 18:52:54.653131+00:00,,t,sensory,radCO,72202249073679004,648518346501403480,[  5950 118092   1154]
1445,2023-11-27 18:52:54.678145+00:00,,t,sensory,fieldCS_latbranches_plus1,72413492745348404,648518346490274058,[ 10923 122517   1154]
1447,2023-11-27 18:52:54.703942+00:00,,t,sensory,tegCSfield,72343055281647397,648518346501804105,[  8697 120629   1154]
692,2023-11-15 18:40:09.332493+00:00,,t,local,11B,72906760880745376,648518346481618847,[ 25008 141768    544]
693,2023-11-15 18:40:09.333097+00:00,,t,local_intersegmental,uk,73469093969505519,648518346513921817,[ 41536 124720   3652]
694,2023-11-15 18:40:09.333685+00:00,,t,local,19B,73258810760082970,648518346472404745,[ 36392 148384    565]
696,2023-11-15 18:40:09.334885+00:00,,t,mn,uk,72413355843006275,648518346489543769,[ 11016 118512   2103]
697,2023-11-15 18:40:09.335478+00:00,,t,local,19B,73751323316972214,648518346465002357,[ 49936 146488    687]
700,2023-11-15 18:40:09.337700+00:00,,t,local,12A,72837011752653085,648518346495360591,[ 24320 160160   2734]
701,2023-11-15 18:40:09.338294+00:00,,t,local,11B,72836392203677784,648518346487603435,[ 23344 143336    703]
702,2023-11-15 18:40:09.338872+00:00,,t,local,6B,73118143467233178,648518346499698245,[ 31304 149528   3350]
703,2023-11-15 18:40:09.339445+00:00,,t,local,8A,72413699574630100,648518346490200072,[ 10952 127264   2338]
705,2023-11-15 18:40:09.340586+00:00,,t,local_intersegmental,17A,73118279363101777,648518346495223222,[ 30784 154656    490]
706,2023-11-15 18:40:09.341165+00:00,,t,local,17A,74384023874967099,648518346517241893,[ 68752 128256   1417]
708,2023-11-15 18:40:09.342318+00:00,,t,local,6B,73752698310447460,648518346509851686,[ 49200 186552   1841]
710,2023-11-15 18:40:09.343466+00:00,,t,local,12A,73610861981379542,648518346477562382,[ 46232 154024   3147]
711,2023-11-15 18:40:09.344154+00:00,,t,local,19B,73540216950079161,648518346495703696,[ 43712 147016    466]
712,2023-11-15 18:40:09.344726+00:00,,t,local,19B,73821760780560463,648518346496520316,[ 51400 148392    689]
714,2023-11-15 18:40:09.345881+00:00,,t,local,6B,73187962791480620,648518346489519813,[ 34392 133624   4021]
715,2023-11-15 18:40:09.346451+00:00,,t,local_intersegmental,7B,74245279855213035,648518346503947726,[ 65120 187256   2517]
716,2023-11-15 18:40:09.347025+00:00,,t,local,3B,72343125074843751,648518346521559289,[  9880 121520   3178]
717,2023-11-15 18:40:09.347618+00:00,,t,local,19B,73610654481038407,648518346494726315,[ 45560 148408    604]
719,2023-11-15 18:40:09.348764+00:00,,t,local,6A,73469987188402835,648518346487677506,[ 41720 150688   3369]
720,2023-11-15 18:40:09.349359+00:00,,t,local,6B,73682192261673727,648518346497013676,[ 48352 183984   2148]
721,2023-11-15 18:40:09.349938+00:00,,t,local,3B,72907173868580505,648518346507111455,[ 25088 154240   1805]
722,2023-11-15 18:40:09.350514+00:00,,t,local,hlx16,72413562605439101,648518346496620802,[ 10960 122960   3220]
1320,2023-11-27 18:52:53.087278+00:00,,t,sensory,hairs_maybe,72202317793341135,648518346479662299,[  5034 120462   1154]
1318,2023-11-27 18:52:53.062179+00:00,,t,sensory,fieldCS_scraggly,72131949049053055,648518346478955124,[  3452 120662   1154]
1293,2023-11-27 18:52:52.738301+00:00,,t,sensory,fieldCS_idk,72413492745608953,648518346472774665,[ 10289 122858   1154]
1300,2023-11-27 18:52:52.831497+00:00,,t,sensory,fieldCS_bare,72202317793294168,648518346489951583,[  5765 119229   1154]
1304,2023-11-27 18:52:52.884885+00:00,,t,sensory,fieldCS_bare,72202317793400752,648518346467538439,[  4430 119121   1154]
1311,2023-11-27 18:52:52.974665+00:00,,t,sensory,fieldCS_idk,72343124001146543,648518346486530696,[  8961 122044   1154]
1317,2023-11-27 18:52:53.049850+00:00,,t,sensory,fieldCS_bare,72202249073730849,648518346505068934,[  5656 118312   1154]
1257,2023-11-27 18:52:52.265770+00:00,,t,sensory,radCO,72202249073533473,648518346488488888,[  5535 118130   1055]
1290,2023-11-27 18:52:52.702621+00:00,,t,sensory,radCO,72272686537689837,648518346475389568,[  6909 120647   1154]
1291,2023-11-27 18:52:52.714357+00:00,,t,sensory,tegCSfield,72343124001232537,648518346497784935,[  9571 120867   1154]
1292,2023-11-27 18:52:52.725936+00:00,,t,sensory,fieldCS_bare,72343124001142256,648518346487335082,[  8259 121825   1154]
1294,2023-11-27 18:52:52.750919+00:00,,t,sensory,tegCSfield,72343124001159589,648518346499138139,[  9272 120935   1154]
1295,2023-11-27 18:52:52.764272+00:00,,t,sensory,radCO,72272686537465678,648518346487821648,[  6902 120822   1154]
1296,2023-11-27 18:52:52.777408+00:00,,t,sensory,tegCSfield,72272686537444331,648518346465961520,[  8129 120044   1154]
1297,2023-11-27 18:52:52.790190+00:00,,t,sensory,CS_MT,72202317793278000,648518346502391366,[  4641 120410   1154]
1298,2023-11-27 18:52:52.802978+00:00,,t,sensory,fieldCS_bare,72202249073736217,648518346479777765,[  5703 118509   1154]
1299,2023-11-27 18:52:52.816706+00:00,,t,sensory,idk_twoGroups,72272686537479152,648518346511753809,[  8082 119579   1154]
1301,2023-11-27 18:52:52.845945+00:00,,t,sensory,tegCSfield,72343055281646456,648518346480682208,[  8542 119890   1154]
1302,2023-11-27 18:52:52.859675+00:00,,t,sensory,radCO,72272686537498313,648518346515403345,[  6573 120305   1154]
1303,2023-11-27 18:52:52.872767+00:00,,t,sensory,fieldCS_idk,72272686537548633,648518346483087692,[  6745 119778   1154]
1305,2023-11-27 18:52:52.896412+00:00,,t,sensory,CS_MT,72202317793530055,648518346478816464,[  4260 120672   1154]
1306,2023-11-27 18:52:52.909233+00:00,,t,sensory,fieldCS_bare,72272755256922463,648518346488414857,[  7378 120860   1154]
1307,2023-11-27 18:52:52.922062+00:00,,t,sensory,CS_MT,72131949049038360,648518346481000282,[  3111 119921   1154]
1308,2023-11-27 18:52:52.934954+00:00,,t,sensory,tegCSfield,72343055281842562,648518346480864602,[  8981 120506   1154]
1309,2023-11-27 18:52:52.947612+00:00,,t,sensory,innervated_sclerite,72413561464944784,648518346488944617,[ 12092 123761   1154]
1310,2023-11-27 18:52:52.959595+00:00,,t,sensory,radCO,72202249073685180,648518346486090850,[  6011 118685   1154]
1312,2023-11-27 18:52:52.987484+00:00,,t,sensory,fieldCS_idk,72343124001358194,648518346501131363,[  8896 122292   1154]
1313,2023-11-27 18:52:53.000081+00:00,,t,sensory,fieldCS_bare,72413492745303462,648518346472382217,[ 10664 122446   1154]
1314,2023-11-27 18:52:53.012989+00:00,,t,sensory,radCO,72554299154469289,648518346490221660,[ 15073 123019   1528]
1315,2023-11-27 18:52:53.025161+00:00,,t,sensory,tegCSfield,72343055281797565,648518346486653901,[  8812 120173   1154]
1316,2023-11-27 18:52:53.037505+00:00,,t,sensory,fieldCS_idk,72343124001151874,648518346478646868,[  9518 122320   1154]
1319,2023-11-27 18:52:53.074610+00:00,,t,sensory,innervated_sclerite,72413561464813220,648518346501184344,[ 11613 123253   1154]
1321,2023-11-27 18:52:53.099659+00:00,,t,sensory,ventralCSfields_maybe,72343124001152093,648518346477529870,[  9807 122524   1154]
1322,2023-11-27 18:52:53.111767+00:00,,t,sensory,fieldCS_idk,72272686537449415,648518346491760751,[  6600 119424   1154]
1340,2023-11-27 18:52:53.340432+00:00,,t,sensory,tegCSfield,72343124001330102,648518346480690400,[  9732 121089   1154]
1341,2023-11-27 18:52:53.353074+00:00,,t,sensory,fieldCS_scraggly,72343124001138845,648518346513692202,[  9186 121896   1154]
1342,2023-11-27 18:52:53.366078+00:00,,t,sensory,fieldCS_scraggly,72272755256973896,648518346475161765,[  8082 121954   1154]
672,2023-11-15 18:40:09.320180+00:00,,t,local,hlx16,73045574961995957,648518346515491143,[29048 85560  2005]
663,2023-11-15 18:40:09.314812+00:00,,t,local,19B,73469985779115655,648518346488165143,[ 41840 149912    673]
1375,2023-11-27 18:52:53.789508+00:00,,t,sensory,radCO,72272686537683359,648518346506381470,[  6724 120375   1154]
1377,2023-11-27 18:52:53.815216+00:00,,t,sensory,radCO_andor_vRadB,72272686537555363,648518346486078600,[  6647 120479   1154]
1378,2023-11-27 18:52:53.828136+00:00,,t,sensory,radCO,72202249073668885,648518346490220636,[  5325 118365   1154]
1379,2023-11-27 18:52:53.841075+00:00,,t,sensory,ventralCSfields_maybe,72413493147838984,648518346512092974,[ 12043 121058   1864]
1380,2023-11-27 18:52:53.853131+00:00,,t,sensory,tegHP,72272686537556741,648518346500484019,[  7683 120701   1154]
1383,2023-11-27 18:52:53.888327+00:00,,t,sensory,ventralCSfields_maybe,72202317793344465,648518346500566451,[  5530 118826   1154]
1384,2023-11-27 18:52:53.902182+00:00,,t,sensory,tegCSfield,72343055281689861,648518346492922396,[  8236 120404   1154]
1385,2023-11-27 18:52:53.913950+00:00,,t,sensory,ventralCSfields_maybe,72202386512591033,648518346478162157,[  4138 120850   1154]
1386,2023-11-27 18:52:53.925607+00:00,,t,sensory,radCO,72202317793326575,648518346475407540,[  5493 120550   1154]
1387,2023-11-27 18:52:53.937527+00:00,,t,sensory,radCO,72202317793388011,648518346474943909,[  5347 120309   1154]
1388,2023-11-27 18:52:53.949678+00:00,,t,sensory,tegHP,72413561464820577,648518346513124433,[ 11232 123025   1154]
1389,2023-11-27 18:52:53.962575+00:00,,t,sensory,tegCSfield,72272686537442016,648518346503447457,[  7759 120390   1154]
1390,2023-11-27 18:52:53.975218+00:00,,t,sensory,innervated_sclerite,72413561464821431,648518346488631118,[ 11787 123650   1154]
1391,2023-11-27 18:52:53.988936+00:00,,t,sensory,miscs,72202317793347430,648518346514066398,[  5752 118975   1154]
1392,2023-11-27 18:52:54.002312+00:00,,t,sensory,fieldCS_idk,72343124001151954,648518346507115807,[  8974 122463   1154]
1394,2023-11-27 18:52:54.027494+00:00,,t,sensory,radCO,72202386512589690,648518346498179410,[  5644 120887   1154]
1395,2023-11-27 18:52:54.040373+00:00,,t,sensory,tegCO,72272686537513892,648518346470385918,[  7987 119267   1154]
1396,2023-11-27 18:52:54.052901+00:00,,t,sensory,fieldCS_scraggly,72413561464794987,648518346523995653,[ 10603 122882   1154]
1397,2023-11-27 18:52:54.066066+00:00,,t,sensory,radCO,72202249073670666,648518346484026151,[  6040 118515   1154]
1400,2023-11-27 18:52:54.103507+00:00,,t,sensory,ventralCSfields_maybe,72272755257007148,648518346495673675,[  7163 121001   1154]
668,2023-11-15 18:40:09.317775+00:00,,t,local,11B,72554711135692177,648518346497480833,[ 14888 135824    815]
1376,2023-11-27 18:52:53.802623+00:00,,t,sensory,miscs,72061580304535439,648518346486837681,[  2022 120026   1154]
1381,2023-11-27 18:52:53.865057+00:00,,t,sensory,fieldCS_bare,72202317793318360,648518346500070355,[  4613 119103   1154]
1382,2023-11-27 18:52:53.876578+00:00,,t,sensory,fieldCS_bare,72202317793293431,648518346489951071,[  5341 119034   1154]
1393,2023-11-27 18:52:54.015288+00:00,,t,sensory,fieldCS_latbranches_plus1,72131949049040454,648518346491366433,[  3692 120718   1154]
1398,2023-11-27 18:52:54.078773+00:00,,t,sensory,fieldCS_latbranches_plus1,72131949049079419,648518346501556067,[  3384 120510   1154]
1399,2023-11-27 18:52:54.090772+00:00,,t,sensory,fieldCS_bare,72131949049035704,648518346489951327,[  3892 120660   1154]
1402,2023-11-27 18:52:54.129473+00:00,,t,sensory,fieldCS_bare,72272686537657240,648518346485032861,[  6410 119043   1154]
1403,2023-11-27 18:52:54.143401+00:00,,t,sensory,fieldCS_latbranches_plus1,72131880329547281,648518346500762328,[  3237 117951   1154]
1401,2023-11-27 18:52:54.116062+00:00,,t,sensory,fieldCS_bare,72131949049022506,648518346489951839,[  4071 119115   1154]
669,2023-11-15 18:40:09.318395+00:00,,t,local_intersegmental,uk,73330347869794571,648518346499865411,[ 37016 183456    901]
670,2023-11-15 18:40:09.318986+00:00,,t,local,3B,72413493483258721,648518346492637371,[ 11004 121968   2468]
671,2023-11-15 18:40:09.319583+00:00,,t,local,uk,72413699708983994,648518346481677215,[ 10936 127168   2654]
673,2023-11-15 18:40:09.320782+00:00,,t,local,19B,73610654413949932,648518346500054534,[ 45800 148416    509]
674,2023-11-15 18:40:09.321517+00:00,,t,local,11A,73118210643585671,648518346497652071,[ 32616 152592    477]
675,2023-11-15 18:40:09.322113+00:00,,t,ascending,uk,74172849124562157,648518346494921866,[ 62888 125176   1795]
653,2023-11-15 18:40:09.308539+00:00,,t,local,3B,72413493416217227,648518346500300469,[ 11064 121212   2365]
654,2023-11-15 18:40:09.309160+00:00,,t,local,19B,73540285669698007,648518346491866991,[ 44568 148400    455]
655,2023-11-15 18:40:09.309759+00:00,,t,local_intersegmental,7B,74385879904608023,648518346495611755,[ 68656 183328   2457]
656,2023-11-15 18:40:09.310405+00:00,,t,local,19B,73892129591926264,648518346524103941,[ 55000 148040    833]
657,2023-11-15 18:40:09.311011+00:00,,t,local_intersegmental,6B,73752698243366683,648518346480351190,[ 49536 186472   1728]
