id,created,superceded_id,valid,classification_system,cell_type,pt_supervoxel_id,pt_root_id,pt_position
1127,2023-11-19 01:21:17.363831+00:00,,t,intrinsic,17A,74313449374736695,648518346489881049,[ 66472 121968   2081]
254,2023-11-12 22:12:19.241069+00:00,,t,intrinsic,6B,73258400188071153,648518346488784477,[ 36288 136736   3897]
313,2023-11-14 07:50:43.834566+00:00,,t,ascending,12B,74174703811750831,648518346480115685,[ 62984 180600    317]
259,2023-11-12 22:12:19.244413+00:00,,t,intrinsic,17A,72413767623066263,648518346531278362,[ 12224 130200   1077]
260,2023-11-12 22:12:19.245054+00:00,,t,ascending,23B,72766436246285160,648518346498472688,[ 21704 153640   1634]
312,2023-11-14 07:50:43.833914+00:00,,t,ascending,5B,73187962724363000,648518346483956117,[ 34712 133288   3882]
266,2023-11-12 22:54:48.202305+00:00,,t,intrinsic,t3_uk,73963391487873797,648518346475424640,[ 56896 174624    414]
267,2023-11-12 22:54:48.203000+00:00,,t,intrinsic,5B,73258262749178834,648518346486005128,[ 36144 132736   3930]
1196,2023-11-22 05:47:37.705585+00:00,,t,intrinsic,2A_u,73328150389877089,648518346514204441,[ 38088 117984   3794]
270,2023-11-12 22:54:48.204929+00:00,,t,intrinsic,3B,72554024343505544,648518346509888806,[ 15424 115440   1568]
271,2023-11-12 22:54:48.205569+00:00,,t,intrinsic,8B,72765406326135322,648518346489700403,[ 20776 124512   3211]
272,2023-11-12 22:54:48.206320+00:00,,t,intrinsic,18B,72343261507074923,648518346489659773,[  9792 126552   1225]
273,2023-11-12 22:54:48.206971+00:00,,t,intrinsic,t2_uk,72485030189982851,648518346490351964,[ 14096 156488   1935]
274,2023-11-12 22:54:48.207628+00:00,,t,intrinsic,0A,73117593980264301,648518346486560481,[ 32176 133424   3903]
275,2023-11-12 22:54:48.208267+00:00,,t,ascending,t3_uk,74175391208043903,648518346482936997,[ 61960 202384    771]
349,2023-11-15 06:13:58.256615+00:00,,t,intrinsic,2A,73611823785909855,648518346478655348,[ 46480 183096   2646]
351,2023-11-15 06:13:58.257896+00:00,,t,intrinsic,3B,72977611399469420,648518346500910748,[ 27504 156512   1981]
1118,2023-11-17 23:35:13.118732+00:00,,t,ascending,5B_u,72907174674024418,648518346497140452,[ 24784 154808   3382]
302,2023-11-13 06:01:32.312296+00:00,,t,local_intersegmental,6B,72554712679179867,648518346483464612,[ 15112 135696   3774]
315,2023-11-14 20:53:54.254033+00:00,,t,local_intersegmental,23B,72554024410556657,648518346488172055,[ 15100 115708   1695]
281,2023-11-13 03:33:14.246033+00:00,,t,intrinsic,t2_uk,72484961403709985,648518346517558596,[ 14096 155388   1874]
300,2023-11-13 06:01:32.311003+00:00,,t,ascending,23B,72694761563430815,648518346490405329,[ 20381 116096   1055]
284,2023-11-13 03:33:14.248164+00:00,,t,intrinsic,12A,72977680454601678,648518346514375879,[ 26888 159688   2678]
285,2023-11-13 03:33:14.248822+00:00,,t,intrinsic,6A,72837012020847609,648518346473227364,[ 23414 160586   3210]
1192,2023-11-22 05:47:37.702871+00:00,,t,mn,haltere,72837905173125502,648518346487807914,[ 23952 188232   2936]
298,2023-11-13 06:01:32.309673+00:00,,t,intrinsic,19A,72554024142330880,648518346521657081,[ 14928 115856   1264]
1121,2023-11-17 23:35:13.120668+00:00,,t,ascending,5A,73682535657737707,648518346498277530,[ 47224 193560   1766]
367,2023-11-15 18:40:09.129268+00:00,,t,local,3B,72483725124092509,648518346494353977,[ 12464 117704   3118]
223,2023-11-12 20:34:38.872948+00:00,,t,local,19B,73329248223575452,648518346470722302,[ 37504 150864    533]
1166,2023-11-20 22:01:04.445484+00:00,,t,intrinsic,5B,73190091216283127,648518346494629608,[ 34435 197262    457]
1064,2023-11-16 19:03:49.947515+00:00,,t,mn,DVM_3a,74102137050997420,648518346509728826,[ 61352 116080   2256]
1065,2023-11-16 19:03:49.948146+00:00,,t,mn,DVM_1c,74102481185347687,648518346494938795,[ 59808 125696   3323]
1135,2023-11-19 02:10:54.731897+00:00,,t,intrinsic,5B,73047431327415820,648518346512208575,[ 30488 139792   3791]
1161,2023-11-20 21:53:34.436342+00:00,,t,intrinsic,6A,74104403720139730,648518346483113036,[ 61208 182576    234]
1165,2023-11-20 22:01:04.444771+00:00,,t,intrinsic,11B,73117798326543959,648518346491634630,[ 31664 139680    448]
256,2023-11-12 22:12:19.242384+00:00,,t,mn,b1,72554300093713576,648518346486897199,[ 14352 124520   3230]
253,2023-11-12 22:12:19.240426+00:00,,t,intrinsic,t2_uk,72907311576197214,648518346496953346,[ 26168 159104   2395]
250,2023-11-12 21:51:33.036960+00:00,,t,intrinsic,5B_u,73047706071190748,648518346515935994,[ 30671 148240   3573]
1117,2023-11-17 23:35:13.118090+00:00,,t,intrinsic,6B,72765406661612998,648518346488675406,[ 21888 123512   3866]
308,2023-11-14 07:50:43.831226+00:00,,t,intrinsic,3B,72484617470477171,648518346493225500,[ 14128 143800   1221]
309,2023-11-14 07:50:43.831931+00:00,,t,ascending,17A,72766779776350725,648518346501994858,[ 22000 164928   1443]
311,2023-11-14 07:50:43.833263+00:00,,t,intrinsic,0A,73117594047321553,648518346500551128,[ 31680 135120   4005]
264,2023-11-12 22:17:56.869914+00:00,,t,local,12A,72837080472275210,648518346474544749,[ 22624 162280   2794]
280,2023-11-13 03:33:14.245355+00:00,,t,intrinsic,2A_u,73257850298003654,648518346496493909,[ 35864 119400   3624]
262,2023-11-12 22:17:56.868599+00:00,,t,local,3B,72484548751208541,648518346492260719,[ 13800 142576   1231]
1119,2023-11-17 23:35:13.119393+00:00,,t,intrinsic,hlx16,73186450023632727,648518346495918155,[33672 88728  2293]
1051,2023-11-16 19:03:49.937845+00:00,,t,mn,PS2,72343537190138782,648518346492233260,[  9368 134632   2704]
1052,2023-11-16 19:03:49.938798+00:00,,t,mn,nonMN_unk1,74031768709531715,648518346494663813,[ 58464 115488   3008]
1053,2023-11-16 19:03:49.939651+00:00,,t,mn,DLM_5,73046673802472484,648518346479534802,[ 29264 118184    740]
1054,2023-11-16 19:03:49.940436+00:00,,t,mn,hg3_u,73891375221191207,648518346486016708,[ 54240 124952   3773]
1055,2023-11-16 19:03:49.941220+00:00,,t,mn,tp2,72624874929378761,648518346486682876,[ 16584 130940   3157]
251,2023-11-12 22:12:19.239055+00:00,,t,mn,neck_L,73749537013169767,648518346492398892,[49696 93400  1439]
277,2023-11-13 03:33:14.243197+00:00,,t,ascending,2A,73328425200745391,648518346491692730,[ 37616 126588   3695]
316,2023-11-14 20:53:54.254716+00:00,,t,local,17A,72695173679037341,648518346494502967,[ 18544 127336    715]
317,2023-11-14 20:53:54.255413+00:00,,t,local,hlx16,72272824513344301,648518346492600251,[  8008 123464   2166]
318,2023-11-14 20:53:54.256096+00:00,,t,local,hlx16,72413699507603835,648518346479322834,[ 11632 128720   2279]
319,2023-11-14 20:53:54.256737+00:00,,t,intrinsic,17A,72554367672619417,648518346494828195,[ 14648 126040   1141]
320,2023-11-14 20:53:54.257387+00:00,,t,local,hlx16,72413562672603382,648518346507414905,[ 11384 124536   3371]
321,2023-11-14 20:53:54.258140+00:00,,t,local,6B,73752629792300946,648518346493957131,[ 49640 185728   2239]
322,2023-11-14 20:53:54.258760+00:00,,t,local,hlx16,72272893098558405,648518346515186503,[  7648 124984   1893]
323,2023-11-14 20:53:54.259406+00:00,,t,local,17A,72694967587384186,648518346489732147,[ 20232 121816    785]
324,2023-11-14 20:53:54.260068+00:00,,t,intrinsic,17A,72765542355981438,648518346483180964,[ 20880 127976    614]
325,2023-11-14 20:53:54.260689+00:00,,t,local,11B,73188235790372257,648518346489656012,[ 33800 143328    477]
326,2023-11-14 20:53:54.261335+00:00,,t,local,17A,72413698702617859,648518346501174669,[ 11808 128856    764]
327,2023-11-14 20:53:54.261972+00:00,,t,sensory,idk_twoGroups,72272686470269864,648518346487376810,[  6350 119168    984]
341,2023-11-14 20:53:54.270658+00:00,,t,local,17A,72413629982752845,648518346502661107,[ 12149 126232    674]
1057,2023-11-16 19:03:49.942616+00:00,,t,mn,DVM_2b,72696136355640609,648518346509427075,[ 20472 155752   1872]
1058,2023-11-16 19:03:49.943307+00:00,,t,mn,DVM_2a,72766574087639379,648518346499049025,[ 21040 158184   2338]
1059,2023-11-16 19:03:49.943972+00:00,,t,mn,PS2,74172987301210110,648518346487942224,[ 62992 129936   3117]
1060,2023-11-16 19:03:49.944872+00:00,,t,mn,DVM_1b,74031975203444171,648518346496157501,[ 58208 122872   3660]
1061,2023-11-16 19:03:49.945548+00:00,,t,mn,DVM_1a,73750637799985584,648518346492383683,[ 50600 126752   3951]
1062,2023-11-16 19:03:49.946203+00:00,,t,mn,tpn,73961743696880883,648518346484670979,[ 56128 125024   3268]
352,2023-11-15 07:14:02.033146+00:00,,t,intrinsic,1A,73893091396120967,648518346478195437,[ 53920 177904    318]
252,2023-11-12 22:12:19.239747+00:00,,t,intrinsic,1A,72272892829918817,648518346482877737,[  8008 125368   1340]
268,2023-11-12 22:54:48.203654+00:00,,t,intrinsic,7B_u,72695175021176143,648518346511594805,[ 20056 128800   3257]
314,2023-11-14 07:50:43.835340+00:00,,t,intrinsic,18B,72413630251274349,648518346499292225,[ 11224 126680   1223]
1063,2023-11-16 19:03:49.946837+00:00,,t,mn,PSn_u,74102618624485931,648518346483480652,[ 60272 130544   3335]
255,2023-11-12 22:12:19.241696+00:00,,t,mn,iii3,72837011417275815,648518346496024464,[ 23512 160472   2125]
265,2023-11-12 22:17:56.870560+00:00,,t,mn,ttb_u,72343330427863868,648518346505022067,[  8464 128664   1591]
310,2023-11-14 07:50:43.832602+00:00,,t,mn,iii1,72696205142336560,648518346494270475,[ 20352 157736   2039]
276,2023-11-13 03:33:14.242379+00:00,,t,ascending,2A,73187618925712446,648518346499742302,[ 33148 124288   3552]
1168,2023-11-20 22:31:28.376823+00:00,,t,intrinsic,1A,73259910204567262,648518346494389755,[ 35188 181571    438]
1120,2023-11-17 23:35:13.120045+00:00,,t,ascending,5B_u,74175184982321936,648518346467405575,[ 61488 196368    555]
282,2023-11-13 03:33:14.246805+00:00,,t,ascending,19B,73961467745399208,648518346477265168,[ 57104 117936   1269]
1128,2023-11-19 02:10:54.727136+00:00,,t,ascending,18B,72413630385522351,648518346494564978,[ 10712 126768   1510]
350,2023-11-15 06:13:58.257267+00:00,,t,intrinsic,abd_uk,73893779329095506,648518346479689152,[ 53576 196992   1730]
1125,2023-11-19 01:21:17.362322+00:00,,t,intrinsic,19B,73329248290745148,648518346518580566,[ 37656 151504    711]
1126,2023-11-19 01:21:17.363047+00:00,,t,intrinsic,17A,74243148947528250,648518346489685356,[ 65320 123816   1407]
1123,2023-11-19 01:03:55.352619+00:00,,t,intrinsic,19B_u,73048735386735471,648518346479318482,[ 30608 178224    725]
1169,2023-11-20 22:31:28.377572+00:00,,t,intrinsic,6B,72765337808375568,648518346492756654,[ 21520 122192   3688]
1170,2023-11-20 22:31:28.378317+00:00,,t,intrinsic,11A,72906967039240574,648518346492503993,[ 24904 148032    606]
1171,2023-11-20 22:31:28.379045+00:00,,t,intrinsic,12A,73116631840455089,648518346511149621,[ 31168 105616   3767]
1173,2023-11-20 22:31:28.380419+00:00,,t,intrinsic,23B,72624530392531305,648518346494477032,[ 16480 120320   1379]
1116,2023-11-17 23:35:13.117419+00:00,,t,intrinsic,19A_u,72555399001506872,648518346531534618,[ 15533 156684   2086]
1188,2023-11-22 05:47:37.700154+00:00,,t,intrinsic,7B,74033967598441188,648518346476983240,[ 57960 182192   2768]
1189,2023-11-22 05:47:37.700869+00:00,,t,ascending,6A,73119585368612782,648518346497186968,[ 31016 192848   1077]
1190,2023-11-22 05:47:37.701549+00:00,,t,intrinsic,3B,72765268820435066,648518346490550013,[ 22176 119632   3183]
1129,2023-11-19 02:10:54.727840+00:00,,t,intrinsic,12B,73048872960017811,648518346499341403,[ 30344 183344    963]
1130,2023-11-19 02:10:54.728645+00:00,,t,intrinsic,6B,72765269222962016,648518346511341442,[ 20488 120544   3897]
369,2023-11-15 18:40:09.130702+00:00,,t,local,hlx16,72413562068538588,648518346466711918,[ 10364 124540   2249]
370,2023-11-15 18:40:09.131379+00:00,,t,local,6B,73258468907656939,648518346515624522,[ 36784 138120   3945]
1132,2023-11-19 02:10:54.729983+00:00,,t,ascending,5B_u,74034378707411481,648518346517559364,[ 58688 193712    462]
1133,2023-11-19 02:10:54.730607+00:00,,t,intrinsic,11A,72836667081458065,648518346517763688,[ 24320 150064    686]
1134,2023-11-19 02:10:54.731259+00:00,,t,intrinsic,9A,72343261641374909,648518346482613545,[  8760 125648   1537]
1136,2023-11-19 02:10:54.732526+00:00,,t,intrinsic,9B,74244592459085715,648518346481411685,[ 65456 167288   2108]
1194,2023-11-22 05:47:37.704297+00:00,,t,intrinsic,6A,73260047912133900,648518346480544726,[ 35644 185760    995]
1193,2023-11-22 05:47:37.703532+00:00,,t,intrinsic,3B,72694900277579111,648518346477297352,[ 19456 119056   3525]
1191,2023-11-22 05:47:37.702214+00:00,,t,intrinsic,7B,74033967598474665,648518346479636690,[ 58056 180680   2779]
1122,2023-11-19 01:03:55.351900+00:00,,t,mn,leg_t3,72627004830350128,648518346480855553,[ 18264 193952   2360]
299,2023-11-13 06:01:32.310347+00:00,,t,intrinsic,2A_u,73117112742427254,648518346478200021,[ 30920 119888   3474]
1164,2023-11-20 21:53:34.438667+00:00,,t,intrinsic,6A,73189885393334030,648518346480799200,[ 34632 192072   1097]
1139,2023-11-19 03:12:17.948594+00:00,,t,intrinsic,6A,73330760454661424,648518346477936654,[ 37152 195352   1295]
1201,2023-11-22 06:03:31.970737+00:00,,t,intrinsic,12B,73119241637165449,648518346495025586,[ 32344 183200    867]
1067,2023-11-17 00:27:11.294102+00:00,,t,ascending,17A,73189129076582254,648518346496942082,[ 33391 169857    381]
1109,2023-11-17 19:21:56.296252+00:00,,t,intrinsic,17B_u,72907791874264089,648518346496902780,[ 25736 173680    962]
1066,2023-11-17 00:27:11.293366+00:00,,t,intrinsic,abd_uk,74104678598107615,648518346467461127,[ 59973 192429    256]
1137,2023-11-19 03:12:17.947179+00:00,,t,intrinsic,6A,73330691735436933,648518346479416508,[ 38600 192600   1343]
1204,2023-11-23 17:41:15.978890+00:00,,t,intrinsic,12B_u,73612097925421947,648518346487705514,[ 46672 190832   1207]
1205,2023-11-23 17:41:15.979555+00:00,,t,intrinsic,19B_u,73048735453959976,648518346497026220,[ 30360 179128    835]
1114,2023-11-17 19:58:06.803390+00:00,,t,intrinsic,6A,73330622881799538,648518346497029634,[ 38722 191730   1145]
1110,2023-11-17 19:58:06.800486+00:00,,t,intrinsic,6A,73330760454874853,648518346479655890,[ 37716 195732   1312]
1068,2023-11-17 00:27:11.294805+00:00,,t,intrinsic,17A,72976511149508428,648518346492283692,[ 28179 124508    548]
1227,2023-11-24 19:27:00.006914+00:00,,t,intrinsic,13B_u,73752836018073432,648518346491941393,[ 51136 192280   2439]
1226,2023-11-24 19:27:00.006174+00:00,,t,descending,uk,73325743866008694,648518346475225185,[36999 45310  1233]
1200,2023-11-22 06:03:31.970083+00:00,,t,ascending,5B_u,74104884756357219,648518346496308838,[ 59784 198424    213]
1111,2023-11-17 19:58:06.801214+00:00,,t,intrinsic,2A,73258056389177263,648518346485914308,[ 35208 126080   3471]
1113,2023-11-17 19:58:06.802702+00:00,,t,intrinsic,6A,73047980345121190,648518346472262706,[ 30040 156296   2414]
1202,2023-11-22 06:03:31.971410+00:00,,t,ascending,12B,74104266281090175,648518346517436709,[ 60624 180168    206]
1198,2023-11-22 06:03:31.968565+00:00,,t,ascending,5A,73541798236390738,648518346494733077,[ 44904 193064   1858]
1506,2024-03-12 21:49:37.046060+00:00,,t,local_intersegmental,11B,72836529642885701,648518346475718528,[ 23056 145992    768]
1199,2023-11-22 06:03:31.969277+00:00,,t,intrinsic,12B,73963460073308354,648518346496110923,[ 56600 177696    231]
1507,2024-03-12 21:49:37.046708+00:00,,t,local,17B,72413629982714295,648518346475688832,[ 12052 126351    668]
1138,2023-11-19 03:12:17.947917+00:00,,t,intrinsic,6A,74174909970311668,648518346474413421,[ 63228 186448    339]
1147,2023-11-20 05:13:05.643780+00:00,,t,ascending,7B,72695175155446088,648518346526516439,[ 19056 126992   3533]
368,2023-11-15 18:40:09.129996+00:00,,t,local,11B,73963666366001092,648518346478955380,[ 55384 183112    500]
1176,2023-11-20 22:58:58.696102+00:00,,t,intrinsic,6A,72836942966170531,648518346486565069,[ 23400 159320   2659]
1177,2023-11-20 22:58:58.696827+00:00,,t,intrinsic,0A,73117594047550357,648518346489624415,[ 30888 134720   4068]
1203,2023-11-23 17:41:15.978127+00:00,,t,intrinsic,6A,73189885393287967,648518346500641717,[ 34564 190706   1085]
1141,2023-11-20 05:13:05.639785+00:00,,t,intrinsic,6A,73330760387831111,648518346477909980,[ 38440 196464   1272]
1075,2023-11-17 00:55:28.309801+00:00,,t,ascending,7B,72695243874911589,648518346483947925,[ 19160 129512   3533]
1056,2023-11-16 19:03:49.941935+00:00,,t,mn,dtpmn_u,72554437331593875,648518346491681978,[ 15288 128792   2924]
1069,2023-11-17 00:55:28.305627+00:00,,t,mn,neck,73115875120946236,648518346500937907,[31648 81928  2274]
1174,2023-11-20 22:58:58.694305+00:00,,t,intrinsic,3B,72343055684263043,648518346502759238,[  8888 120768   1900]
1143,2023-11-20 05:13:05.641222+00:00,,t,mn,haltere,73399891711781804,648518346490922237,[ 39872 159472    389]
1497,2024-03-12 21:37:15.244063+00:00,,t,ascending,12B,73612304218199297,648518346502103113,[ 45928 197544   1475]
1498,2024-03-12 21:37:15.244764+00:00,,t,ascending,12B,73471566729852776,648518346502015338,[ 42768 198616   1486]
1499,2024-03-12 21:37:15.245437+00:00,,t,sensory,thorax_bristle,72413905061910875,648518346497746279,[ 10972 133541   1097]
1071,2023-11-17 00:55:28.307161+00:00,,t,intrinsic,6A,73400923040260259,648518346494218894,[ 39586 188536   1294]
1503,2024-03-12 21:49:37.044028+00:00,,t,local,2A_u,73398656707280659,648518346480749057,[ 39024 120856   4057]
1070,2023-11-17 00:55:28.306345+00:00,,t,intrinsic,6B,72835637765885992,648518346484138279,[ 23784 119584   3525]
489,2023-11-15 18:40:09.209556+00:00,,t,local_intersegmental,11B,73258604534514723,648518346500746677,[ 35744 141864    468]
1504,2024-03-12 21:49:37.044746+00:00,,t,local,19B,73328835906833058,648518346489989915,[ 37528 138840    542]
1505,2024-03-12 21:49:37.045425+00:00,,t,local,19B,73329248290740866,648518346483647151,[ 37920 149576    675]
1220,2023-11-23 18:43:24.793321+00:00,,t,intrinsic,19B_u,73048666734525999,648518346483470156,[ 29728 176880    846]
1209,2023-11-23 18:11:15.450230+00:00,,t,efferent,pdmn,72413355977352765,648518346511453237,[ 10465 117719   2401]
1221,2023-11-23 18:43:24.794018+00:00,,t,intrinsic,19B_u,73119035411690062,648518346511456642,[ 32192 176544    774]
1230,2023-11-24 19:46:37.468216+00:00,,t,intrinsic,6A,73400922906397816,648518346493066670,[ 40057 189692   1111]
1211,2023-11-23 18:11:15.451622+00:00,,t,intrinsic,4B,74104748256941878,648518346488336879,[ 59960 193416   2032]
1218,2023-11-23 18:43:24.791797+00:00,,t,intrinsic,6A,73049285276941293,648518346497181848,[ 30325 195249    988]
1219,2023-11-23 18:43:24.792575+00:00,,t,intrinsic,19B_u,72978297990400103,648518346484734797,[ 27312 176648    864]
1072,2023-11-17 00:55:28.307817+00:00,,t,intrinsic,2A,73117318833866734,648518346519046623,[ 30800 124984   3413]
648,2023-11-15 18:40:09.305531+00:00,,t,ascending,19B,73258948199026236,648518346494008312,[ 35560 151688    570]
1508,2024-03-13 04:19:57.311460+00:00,,t,local,2A_u,73117112876851911,648518346477562076,[ 31152 119400   3797]
1509,2024-03-13 04:19:57.312122+00:00,,t,local,2A_u,73257850566369825,648518346494833546,[ 36032 120088   4116]
1510,2024-03-13 04:19:57.312785+00:00,,t,ascending,uk_t1,73397625176774754,648518346515329786,[39640 90200  2596]
1511,2024-03-13 04:19:57.313489+00:00,,t,local,0A,73188100230436531,648518346500958620,[ 33240 137336   4001]
1512,2024-03-13 04:19:57.314127+00:00,,t,local,0A,73117456675459654,648518346488657336,[ 31992 130192   4145]
1228,2023-11-24 19:46:37.466725+00:00,,t,intrinsic,6B,73752698310477342,648518346489866935,[ 50360 187688   1867]
1229,2023-11-24 19:46:37.467525+00:00,,t,intrinsic,0A,73187481822234713,648518346494328296,[ 33560 120800   4134]
1124,2023-11-19 01:03:55.353293+00:00,,t,intrinsic,6A,72977543217037089,648518346498389658,[ 26744 154296   3071]
1231,2023-11-24 19:46:37.468900+00:00,,t,intrinsic,0A,73187962657288007,648518346511079298,[ 33032 134576   3765]
1232,2023-11-24 19:46:37.469590+00:00,,t,intrinsic,6B,72835775339160280,648518346474483906,[ 24216 122984   3834]
1233,2023-11-24 19:46:37.470266+00:00,,t,intrinsic,6B,73258262816206825,648518346464976757,[ 36384 132720   4039]
1234,2023-11-24 19:46:37.471081+00:00,,t,intrinsic,6B,72835775473253592,648518346521665273,[ 24067 123845   4039]
1175,2023-11-20 22:58:58.695315+00:00,,t,mn,haltere,72767536428879028,648518346498551634,[ 22056 187928   2865]
1210,2023-11-23 18:11:15.450945+00:00,,t,ascending,5B,73752972987085554,648518346479537115,[ 50264 195672   1481]
1496,2024-03-12 21:37:15.243271+00:00,,t,ascending,t3_uk,73963666164180184,648518346492204939,[ 57010 183061     10]
1073,2023-11-17 00:55:28.308510+00:00,,t,intrinsic,t3_uk,73964010231634429,648518346489002225,[ 55832 193464    967]
1500,2024-03-12 21:37:15.246131+00:00,,t,local_intersegmental,13B,74104266348115916,648518346494982051,[ 61184 178896    300]
198,2023-11-11 02:14:08.261745+00:00,,t,mn,neck_mn,72975206352055762,648518346493990136,[27728 84560  2290]
1074,2023-11-17 00:55:28.309168+00:00,,t,intrinsic,17A,72483861422195401,648518346482055357,[ 13776 121672    914]
1140,2023-11-20 05:13:05.639098+00:00,,t,intrinsic,6A,73401060412444602,648518346486226336,[ 39352 193792   1198]
1142,2023-11-20 05:13:05.640563+00:00,,t,intrinsic,t3_uk,73260116698453263,648518346487586451,[ 35443 187073   1083]
1144,2023-11-20 05:13:05.641887+00:00,,t,intrinsic,6A,73400854253992662,648518346496065482,[ 40096 186552   1253]
1145,2023-11-20 05:13:05.642520+00:00,,t,intrinsic,6A,73400991760094527,648518346484111143,[ 39856 191600   1361]
1146,2023-11-20 05:13:05.643168+00:00,,t,intrinsic,6A,74033966323510747,648518346494744631,[ 58664 182208    358]
1148,2023-11-20 05:42:25.118776+00:00,,t,intrinsic,17A,74243080362210317,648518346466141232,[ 63784 122736   1565]
1502,2024-03-12 21:37:15.247579+00:00,,t,sensory,leg_t1,72341819068896464,648518346486971388,[ 9478 82482  2550]
1079,2023-11-17 01:04:42.689715+00:00,,t,intrinsic,3B,73047842704683218,648518346517548325,[ 30064 152256   1963]
1076,2023-11-17 01:04:42.687678+00:00,,t,intrinsic,3B,72554986147730292,648518346500038028,[ 15704 145080   1151]
1212,2023-11-23 18:35:48.473085+00:00,,t,intrinsic,2A,73187618858578394,648518346491896593,[ 34792 123004   3394]
1178,2023-11-21 02:32:42.770366+00:00,,t,intrinsic,6A,73049216557435168,648518346497497078,[ 30104 194008   1027]
1179,2023-11-21 02:32:42.771497+00:00,,t,intrinsic,6A,73752560468970649,648518346489945651,[ 50160 183232   1139]
1180,2023-11-21 02:32:42.772594+00:00,,t,intrinsic,6A_u,73119310356636393,648518346483101926,[ 31387 185794    883]
1160,2023-11-20 06:37:36.517274+00:00,,t,intrinsic,t1_uk,72694831625062363,648518346499802343,[ 18888 118456   3614]
1217,2023-11-23 18:35:48.476643+00:00,,t,intrinsic,0A,73117112876747127,648518346512408366,[ 32328 120744   3760]
1216,2023-11-23 18:35:48.476011+00:00,,t,ascending,8B,73256818969252555,648518346476776310,[36312 90024  2694]
1262,2023-11-27 18:52:52.358962+00:00,,t,sensory,fieldCS_bare,72202317793290879,648518346501649240,[  4116 120505   1154]
1266,2023-11-27 18:52:52.408554+00:00,,t,sensory,fieldCS_latbranches_plus1,72202317793345867,648518346501556323,[  4983 118954   1154]
1270,2023-11-27 18:52:52.455939+00:00,,t,sensory,fieldCS_bare,72272686537540226,648518346486837425,[  6144 118963   1154]
1276,2023-11-27 18:52:52.529282+00:00,,t,sensory,fieldCS_bare,72202317793280062,648518346484929101,[  6101 119212   1154]
1278,2023-11-27 18:52:52.552553+00:00,,t,sensory,fieldCS_latbranches_plus1,72131949049053144,648518346491366177,[  3831 120713   1154]
360,2023-11-15 18:40:09.123984+00:00,,t,local,3B,72413287593225824,648518346489294569,[ 10748 116336   2970]
569,2023-11-15 18:40:09.258041+00:00,,t,mn,uk,72624806276928412,648518346467540231,[ 17608 128080   3257]
1235,2023-11-25 23:57:27.226630+00:00,,t,intrinsic,3B,72765268954667395,648518346481585765,[ 20696 120576   3422]
261,2023-11-12 22:17:56.867926+00:00,,t,local,3B,72555123653579587,648518346482995241,[ 15792 147456   1258]
1213,2023-11-23 18:35:48.473916+00:00,,t,ascending,11B,73540217084355395,648518346475981282,[ 44510 146337    675]
498,2023-11-15 18:40:09.215033+00:00,,t,local,uk,72484961403577111,648518346484933197,[ 13224 153968   1828]
1078,2023-11-17 01:04:42.689067+00:00,,t,intrinsic,3B,72413356379791988,648518346518069352,[ 10384 118320   3122]
30,2023-11-08 21:23:21.675600+00:00,,t,mn,iii4,72766505032750126,648518346517770020,[ 21608 156672   1725]
143,2023-11-09 21:58:34.875731+00:00,,t,intrinsic,hlx16,72483931215414224,648518346467279342,[ 12400 123048   3000]
1222,2023-11-24 19:05:15.313181+00:00,,t,intrinsic,3B,72343124470726025,648518346507299144,[  9439 121412   1968]
1223,2023-11-24 19:05:15.313934+00:00,,t,intrinsic,0A,73117525194038141,648518346514269383,[ 31336 132576   3840]
1214,2023-11-23 18:35:48.474656+00:00,,t,intrinsic,0A,73117112608513940,648518346499885125,[ 31168 120572   3334]
1080,2023-11-17 01:04:42.690372+00:00,,t,ascending,7B,72975481364217265,648518346520855862,[27592 92272  2555]
1149,2023-11-20 05:42:25.119493+00:00,,t,intrinsic,17A,74313380588216424,648518346488868586,[ 65992 120688   1960]
1150,2023-11-20 05:42:25.120152+00:00,,t,intrinsic,3B,73751599000183505,648518346514151134,[ 51000 154416   2262]
107,2023-11-09 02:45:19.206321+00:00,,t,intrinsic,hlx16,72413493818651993,648518346483953301,[ 11368 122704   3082]
1159,2023-11-20 06:37:36.516582+00:00,,t,intrinsic,t1_uk,72694968997074282,648518346478940276,[ 19664 121320   3571]
1215,2023-11-23 18:35:48.475354+00:00,,t,intrinsic,8B,72624737691831186,648518346500740021,[ 18096 125408   3556]
1181,2023-11-21 02:32:42.773387+00:00,,t,intrinsic,3B,72765131582651650,648518346477935767,[ 21167 116544   3503]
88,2023-11-09 02:45:19.194092+00:00,,t,local,hlx16,72413562605253589,648518346514473515,[ 12280 122928   3228]
137,2023-11-09 21:49:30.653081+00:00,,t,intrinsic,3B,72554093801221327,648518346481586789,[ 14776 117144   3010]
1077,2023-11-17 01:04:42.688413+00:00,,t,mn,neck,73045712602074441,648518346480861441,[29224 89596  2329]
1224,2023-11-24 19:05:15.314587+00:00,,t,intrinsic,0A,72976787839611284,648518346488312606,[ 28336 131528   4068]
1225,2023-11-24 19:05:15.315245+00:00,,t,ascending,18B,74243424160874425,648518346486626464,[ 63982 132463   1952]
1268,2023-11-27 18:52:52.432467+00:00,,t,sensory,idk_twoGroups,72132017768233569,648518346494850581,[  4025 120851   1154]
1258,2023-11-27 18:52:52.300095+00:00,,t,sensory,radCO,72202317793287822,648518346485818820,[  4675 118918   1155]
