id,created,superceded_id,valid,classification_system,cell_type,pt_supervoxel_id,pt_root_id,pt_position
929,2025-05-23 20:41:46.232592+00:00,,t,cluster_26_27_28,CS_field,72131949049035704,648518346489951327,[  3892 120660   1154]
930,2025-05-23 20:41:46.252147+00:00,,t,cluster_26_27_28,CS_field,72272686537540226,648518346486837425,[  6144 118963   1154]
931,2025-05-23 20:41:46.271586+00:00,,t,cluster_26_27_28,CS_field,72202317793276526,648518346496046182,[  4791 119037   1154]
932,2025-05-23 20:41:46.290810+00:00,,t,cluster_26_27_28,CS_field,72202317793318360,648518346500070355,[  4613 119103   1154]
933,2025-05-23 20:41:46.309879+00:00,,t,cluster_26_27_28,CS_field,72132017768234906,648518346486737148,[  3898 120864   1154]
934,2025-05-23 20:41:46.327911+00:00,,t,cluster_14,unidentified,72272686537683359,648518346506381470,[  6724 120375   1154]
935,2025-05-23 20:41:46.347871+00:00,,t,cluster_14,unidentified,72413492745348404,648518346490274058,[ 10923 122517   1154]
936,2025-05-23 20:41:46.366499+00:00,,t,cluster_14,unidentified,72272686537614641,648518346485031325,[  6209 118838   1154]
937,2025-05-23 20:41:46.389053+00:00,,t,cluster_15,CS_field,72131949049053055,648518346478955124,[  3452 120662   1154]
938,2025-05-23 20:41:46.413682+00:00,,t,cluster_15,CS_field,72131949049035401,648518346481211535,[  3146 120450   1154]
939,2025-05-23 20:41:46.437324+00:00,,t,cluster_5,CO_radius,72272755256949827,648518346506025630,[  6649 121089   1154]
940,2025-05-23 20:41:46.459874+00:00,,t,cluster_5,CO_radius,72202317793337340,648518346509061335,[  5748 119922   1154]
941,2025-05-23 20:41:46.482275+00:00,,t,cluster_5,CO_radius,72202317793313257,648518346495282255,[  5531 120388   1154]
942,2025-05-23 20:41:46.504396+00:00,,t,cluster_5,CO_radius,72413493013257851,648518346517185573,[ 10832 121063   1551]
943,2025-05-23 20:41:46.525105+00:00,,t,cluster_5,CO_radius,72202317793271177,648518346501147224,[  5795 119410   1154]
944,2025-05-23 20:41:46.545261+00:00,,t,cluster_5,CO_radius,72272686537515872,648518346515083079,[  6244 119651   1154]
945,2025-05-23 20:41:46.565002+00:00,,t,cluster_16,CS_field,72272755256973896,648518346475161765,[  8082 121954   1154]
946,2025-05-23 20:41:46.586838+00:00,,t,cluster_9,unidentified,72413561464938576,648518346511860778,[ 10772 123387   1154]
